leg_idx,registration,orig_registration,assigned_registration,tail_swap,is_ground_activity,ident,aircraft_type,body_type,origin,destination,orig_scheduled_out,orig_scheduled_in,shift_min,new_scheduled_out,new_scheduled_in
1364,A6-ENK,A6-ENK,A6-ENK,False,False,UAE158,B77W,WB,ARN,DXB,2026-07-06T13:35:00+00:00,2026-07-06T20:30:00+00:00,0,2026-07-06T13:35:00+00:00,2026-07-06T20:30:00+00:00
1365,A6-ENK,A6-ENK,A6-ENK,False,True,*ENK,B77W,WB,DXB,DXB,2026-07-06T22:00:00+00:00,2026-07-07T22:10:00+00:00,0,2026-07-06T22:00:00+00:00,2026-07-07T22:10:00+00:00
1366,A6-ENK,A6-ENK,A6-ENK,False,False,UAE526,B77W,WB,DXB,HYD,2026-07-07T23:10:00+00:00,2026-07-08T02:55:00+00:00,0,2026-07-07T23:10:00+00:00,2026-07-08T02:55:00+00:00
1367,A6-ENK,A6-ENK,A6-ENK,False,False,UAE527,B77W,WB,HYD,DXB,2026-07-08T04:45:00+00:00,2026-07-08T08:25:00+00:00,0,2026-07-08T04:45:00+00:00,2026-07-08T08:25:00+00:00
1368,A6-ENK,A6-ENK,A6-ENK,False,False,UAE19,B77W,WB,DXB,MAN,2026-07-08T10:30:00+00:00,2026-07-08T18:15:00+00:00,0,2026-07-08T10:30:00+00:00,2026-07-08T18:15:00+00:00
1369,A6-ENK,A6-ENK,A6-ENK,False,False,UAE20,B77W,WB,MAN,DXB,2026-07-08T20:20:00+00:00,2026-07-09T03:40:00+00:00,0,2026-07-08T20:20:00+00:00,2026-07-09T03:40:00+00:00
1370,A6-ENK,A6-ENK,A6-ENK,False,False,UAE775,B77W,WB,DXB,DUR,2026-07-09T06:15:00+00:00,2026-07-09T14:35:00+00:00,0,2026-07-09T06:15:00+00:00,2026-07-09T14:35:00+00:00
1371,A6-ENK,A6-ENK,A6-ENK,False,False,UAE776,B77W,WB,DUR,DXB,2026-07-09T16:40:00+00:00,2026-07-10T01:00:00+00:00,0,2026-07-09T16:40:00+00:00,2026-07-10T01:00:00+00:00
1372,A6-ENK,A6-ENK,A6-ENK,False,False,UAE157,B77W,WB,DXB,ARN,2026-07-10T04:45:00+00:00,2026-07-10T11:45:00+00:00,-35,2026-07-10T04:10:00+00:00,2026-07-10T11:10:00+00:00
1373,A6-ENK,A6-ENK,A6-ENK,False,False,UAE158,B77W,WB,ARN,DXB,2026-07-10T13:35:00+00:00,2026-07-10T20:30:00+00:00,-35,2026-07-10T13:00:00+00:00,2026-07-10T19:55:00+00:00
1374,A6-ENK,A6-ENK,A6-ENK,False,False,UAE378,B77W,WB,DXB,HKT,2026-07-10T22:30:00+00:00,2026-07-11T05:00:00+00:00,0,2026-07-10T22:30:00+00:00,2026-07-11T05:00:00+00:00
1375,A6-ENK,A6-ENK,A6-ENK,False,False,UAE379,B77W,WB,HKT,DXB,2026-07-11T12:55:00+00:00,2026-07-11T19:00:00+00:00,0,2026-07-11T12:55:00+00:00,2026-07-11T19:00:00+00:00
1376,A6-ENK,A6-ENK,A6-ENK,False,True,*ENK,B77W,WB,DXB,DXB,2026-07-11T20:30:00+00:00,2026-07-12T19:55:00+00:00,0,2026-07-11T20:30:00+00:00,2026-07-12T19:55:00+00:00
1377,A6-ENL,A6-ENL,A6-ENL,False,False,UAE787,B77W,WB,DXB,ACC,2026-07-06T03:10:00+00:00,2026-07-06T11:20:00+00:00,0,2026-07-06T03:10:00+00:00,2026-07-06T11:20:00+00:00
1378,A6-ENL,A6-ENL,A6-ENL,False,False,UAE787,B77W,WB,ACC,ABJ,2026-07-06T12:50:00+00:00,2026-07-06T13:50:00+00:00,0,2026-07-06T12:50:00+00:00,2026-07-06T13:50:00+00:00
1379,A6-ENL,A6-ENL,A6-ENL,False,False,UAE788,B77W,WB,ABJ,ACC,2026-07-06T15:25:00+00:00,2026-07-06T16:30:00+00:00,0,2026-07-06T15:25:00+00:00,2026-07-06T16:30:00+00:00
1380,A6-ENL,A6-ENL,A6-ENL,False,False,UAE788,B77W,WB,ACC,DXB,2026-07-06T18:00:00+00:00,2026-07-07T02:15:00+00:00,0,2026-07-06T18:00:00+00:00,2026-07-07T02:15:00+00:00
1381,A6-ENL,A6-ENL,A6-ENL,False,False,UAE719,B77W,WB,DXB,NBO,2026-07-07T06:30:00+00:00,2026-07-07T11:30:00+00:00,0,2026-07-07T06:30:00+00:00,2026-07-07T11:30:00+00:00
1382,A6-ENL,A6-ENL,A6-ENL,False,False,UAE720,B77W,WB,NBO,DXB,2026-07-07T13:35:00+00:00,2026-07-07T18:40:00+00:00,0,2026-07-07T13:35:00+00:00,2026-07-07T18:40:00+00:00
1383,A6-ENL,A6-ENL,A6-ENL,False,True,*ENL,B77W,WB,DXB,DXB,2026-07-07T20:10:00+00:00,2026-07-10T02:10:00+00:00,0,2026-07-07T20:10:00+00:00,2026-07-10T02:10:00+00:00
1384,A6-ENL,A6-ENL,A6-ENL,False,False,UAE787,B77W,WB,DXB,ACC,2026-07-10T03:10:00+00:00,2026-07-10T11:20:00+00:00,0,2026-07-10T03:10:00+00:00,2026-07-10T11:20:00+00:00
1385,A6-ENL,A6-ENL,A6-ENL,False,False,UAE787,B77W,WB,ACC,ABJ,2026-07-10T12:50:00+00:00,2026-07-10T13:50:00+00:00,0,2026-07-10T12:50:00+00:00,2026-07-10T13:50:00+00:00
1386,A6-ENL,A6-ENL,A6-ENL,False,False,UAE788,B77W,WB,ABJ,ACC,2026-07-10T15:25:00+00:00,2026-07-10T16:30:00+00:00,0,2026-07-10T15:25:00+00:00,2026-07-10T16:30:00+00:00
1387,A6-ENL,A6-ENL,A6-ENL,False,False,UAE788,B77W,WB,ACC,DXB,2026-07-10T18:00:00+00:00,2026-07-11T02:15:00+00:00,0,2026-07-10T18:00:00+00:00,2026-07-11T02:15:00+00:00
1388,A6-ENL,A6-ENL,A6-ENL,False,False,UAE516,B77W,WB,DXB,DEL,2026-07-11T05:50:00+00:00,2026-07-11T09:15:00+00:00,-5,2026-07-11T05:45:00+00:00,2026-07-11T09:10:00+00:00
1389,A6-ENL,A6-ENL,A6-ENL,False,False,UAE517,B77W,WB,DEL,DXB,2026-07-11T10:55:00+00:00,2026-07-11T14:25:00+00:00,-5,2026-07-11T10:50:00+00:00,2026-07-11T14:20:00+00:00
1390,A6-ENL,A6-ENL,A6-ENL,False,False,UAE344,B77W,WB,DXB,KUL,2026-07-11T17:15:00+00:00,2026-07-12T00:35:00+00:00,0,2026-07-11T17:15:00+00:00,2026-07-12T00:35:00+00:00
1391,A6-ENL,A6-ENL,A6-ENL,False,False,UAE345,B77W,WB,KUL,DXB,2026-07-12T02:20:00+00:00,2026-07-12T09:10:00+00:00,0,2026-07-12T02:20:00+00:00,2026-07-12T09:10:00+00:00
1392,A6-ENL,A6-ENL,A6-ENL,False,False,UAE546,B77W,WB,DXB,MAA,2026-07-12T10:50:00+00:00,2026-07-12T15:00:00+00:00,0,2026-07-12T10:50:00+00:00,2026-07-12T15:00:00+00:00
1393,A6-ENL,A6-ENL,A6-ENL,False,False,UAE547,B77W,WB,MAA,DXB,2026-07-12T16:35:00+00:00,2026-07-12T20:40:00+00:00,0,2026-07-12T16:35:00+00:00,2026-07-12T20:40:00+00:00
1394,A6-ENL,A6-ENL,A6-ENL,False,False,UAE526,B77W,WB,DXB,HYD,2026-07-12T23:10:00+00:00,2026-07-13T02:55:00+00:00,0,2026-07-12T23:10:00+00:00,2026-07-13T02:55:00+00:00
1395,A6-ENN,A6-ENN,A6-ENN,False,False,UAE725,B77W,WB,DXB,DAR,2026-07-06T05:25:00+00:00,2026-07-06T10:50:00+00:00,0,2026-07-06T05:25:00+00:00,2026-07-06T10:50:00+00:00
1396,A6-ENN,A6-ENN,A6-ENN,False,False,UAE726,B77W,WB,DAR,DXB,2026-07-06T12:25:00+00:00,2026-07-06T17:50:00+00:00,0,2026-07-06T12:25:00+00:00,2026-07-06T17:50:00+00:00
1397,A6-ENN,A6-ENN,A6-ENN,False,False,UAE767,B77W,WB,DXB,JNB,2026-07-06T19:20:00+00:00,2026-07-07T03:30:00+00:00,0,2026-07-06T19:20:00+00:00,2026-07-07T03:30:00+00:00
1398,A6-ENN,A6-ENN,A6-ENN,False,False,UAE768,B77W,WB,JNB,DXB,2026-07-07T08:05:00+00:00,2026-07-07T16:15:00+00:00,0,2026-07-07T08:05:00+00:00,2026-07-07T16:15:00+00:00
1399,A6-ENN,A6-ENN,A6-ENN,False,False,UAE374,B77W,WB,DXB,BKK,2026-07-07T18:30:00+00:00,2026-07-08T01:00:00+00:00,25,2026-07-07T18:55:00+00:00,2026-07-08T01:25:00+00:00
1400,A6-ENN,A6-ENN,A6-ENN,False,False,UAE375,B77W,WB,BKK,DXB,2026-07-08T02:55:00+00:00,2026-07-08T09:00:00+00:00,25,2026-07-08T03:20:00+00:00,2026-07-08T09:25:00+00:00
1401,A6-ENN,A6-ENN,A6-ENN,False,False,UAE602,B77W,WB,DXB,KHI,2026-07-08T14:00:00+00:00,2026-07-08T16:05:00+00:00,60,2026-07-08T15:00:00+00:00,2026-07-08T17:05:00+00:00
1402,A6-ENN,A6-ENN,A6-ENN,False,False,UAE603,B77W,WB,KHI,DXB,2026-07-08T17:55:00+00:00,2026-07-08T20:05:00+00:00,60,2026-07-08T18:55:00+00:00,2026-07-08T21:05:00+00:00
1403,A6-ENN,A6-ENN,A6-ENN,False,False,UAE772,B77W,WB,DXB,CPT,2026-07-08T23:45:00+00:00,2026-07-09T09:30:00+00:00,0,2026-07-08T23:45:00+00:00,2026-07-09T09:30:00+00:00
1404,A6-ENN,A6-ENN,A6-ENN,False,False,UAE773,B77W,WB,CPT,DXB,2026-07-09T11:15:00+00:00,2026-07-09T20:35:00+00:00,0,2026-07-09T11:15:00+00:00,2026-07-09T20:35:00+00:00
1405,A6-ENN,A6-ENN,A6-ENN,False,False,UAE378,B77W,WB,DXB,HKT,2026-07-09T22:30:00+00:00,2026-07-10T05:00:00+00:00,0,2026-07-09T22:30:00+00:00,2026-07-10T05:00:00+00:00
1406,A6-ENN,A6-ENN,A6-ENN,False,False,UAE379,B77W,WB,HKT,DXB,2026-07-10T12:55:00+00:00,2026-07-10T19:00:00+00:00,0,2026-07-10T12:55:00+00:00,2026-07-10T19:00:00+00:00
1407,A6-EPW,A6-ENN,A6-EPW,True,False,UAE775,B77W,WB,DXB,DUR,2026-07-11T06:15:00+00:00,2026-07-11T14:35:00+00:00,0,2026-07-11T06:15:00+00:00,2026-07-11T14:35:00+00:00
1408,A6-ENN,A6-ENN,A6-ENN,False,False,UAE776,B77W,WB,DUR,DXB,2026-07-11T16:40:00+00:00,2026-07-12T01:00:00+00:00,0,2026-07-11T16:40:00+00:00,2026-07-12T01:00:00+00:00
1409,A6-ENN,A6-ENN,A6-ENN,False,False,UAE179,B77W,WB,DXB,WAW,2026-07-12T03:55:00+00:00,2026-07-12T10:15:00+00:00,50,2026-07-12T04:45:00+00:00,2026-07-12T11:05:00+00:00
1410,A6-ENN,A6-ENN,A6-ENN,False,False,UAE180,B77W,WB,WAW,DXB,2026-07-12T13:10:00+00:00,2026-07-12T19:20:00+00:00,50,2026-07-12T14:00:00+00:00,2026-07-12T20:10:00+00:00
1411,A6-ENO,A6-ENO,A6-ENO,False,False,UAE929,B77W,WB,DXB,CAI,2026-07-06T00:00:00+00:00,2026-07-06T03:50:00+00:00,0,2026-07-06T00:00:00+00:00,2026-07-06T03:50:00+00:00
1412,A6-ENO,A6-ENO,A6-ENO,False,False,UAE930,B77W,WB,CAI,DXB,2026-07-06T05:35:00+00:00,2026-07-06T08:55:00+00:00,0,2026-07-06T05:35:00+00:00,2026-07-06T08:55:00+00:00
1413,A6-ENO,A6-ENO,A6-ENO,False,False,UAE614,B77W,WB,DXB,ISB,2026-07-06T17:05:00+00:00,2026-07-06T20:15:00+00:00,0,2026-07-06T17:05:00+00:00,2026-07-06T20:15:00+00:00
1414,A6-ENO,A6-ENO,A6-ENO,False,False,UAE615,B77W,WB,ISB,DXB,2026-07-06T22:05:00+00:00,2026-07-07T01:25:00+00:00,0,2026-07-06T22:05:00+00:00,2026-07-07T01:25:00+00:00
1415,A6-ENO,A6-ENO,A6-ENO,False,False,UAE179,B77W,WB,DXB,WAW,2026-07-07T03:55:00+00:00,2026-07-07T10:15:00+00:00,0,2026-07-07T03:55:00+00:00,2026-07-07T10:15:00+00:00
1416,A6-ENO,A6-ENO,A6-ENO,False,False,UAE180,B77W,WB,WAW,DXB,2026-07-07T13:10:00+00:00,2026-07-07T19:20:00+00:00,0,2026-07-07T13:10:00+00:00,2026-07-07T19:20:00+00:00
1417,A6-ENO,A6-ENO,A6-ENO,False,True,*ENO,B77W,WB,DXB,DXB,2026-07-07T20:50:00+00:00,2026-07-08T23:00:00+00:00,0,2026-07-07T20:50:00+00:00,2026-07-08T23:00:00+00:00
1418,A6-ENO,A6-ENO,A6-ENO,False,False,UAE929,B77W,WB,DXB,CAI,2026-07-09T00:00:00+00:00,2026-07-09T03:50:00+00:00,0,2026-07-09T00:00:00+00:00,2026-07-09T03:50:00+00:00
1419,A6-ENO,A6-ENO,A6-ENO,False,False,UAE930,B77W,WB,CAI,DXB,2026-07-09T05:35:00+00:00,2026-07-09T08:55:00+00:00,0,2026-07-09T05:35:00+00:00,2026-07-09T08:55:00+00:00
1420,A6-ENO,A6-ENO,A6-ENO,False,False,UAE336,B77W,WB,DXB,MNL,2026-07-09T13:00:00+00:00,2026-07-09T21:55:00+00:00,-15,2026-07-09T12:45:00+00:00,2026-07-09T21:40:00+00:00
1421,A6-ENO,A6-ENO,A6-ENO,False,False,UAE337,B77W,WB,MNL,DXB,2026-07-09T23:45:00+00:00,2026-07-10T08:15:00+00:00,-15,2026-07-09T23:30:00+00:00,2026-07-10T08:00:00+00:00
1422,A6-EGT,A6-ENO,A6-EGT,True,False,UAE602,B77W,WB,DXB,KHI,2026-07-10T14:00:00+00:00,2026-07-10T16:05:00+00:00,60,2026-07-10T15:00:00+00:00,2026-07-10T17:05:00+00:00
1423,A6-ECK,A6-ENO,A6-ECK,True,False,UAE603,B77W,WB,KHI,DXB,2026-07-10T17:55:00+00:00,2026-07-10T20:05:00+00:00,60,2026-07-10T18:55:00+00:00,2026-07-10T21:05:00+00:00
1424,A6-ECZ,A6-ENO,A6-ECZ,True,False,UAE338,B77W,WB,DXB,CEB,2026-07-10T22:55:00+00:00,2026-07-11T08:20:00+00:00,0,2026-07-10T22:55:00+00:00,2026-07-11T08:20:00+00:00
1425,A6-EGP,A6-ENO,A6-EGP,True,False,UAE338,B77W,WB,CEB,CRK,2026-07-11T09:55:00+00:00,2026-07-11T11:20:00+00:00,0,2026-07-11T09:55:00+00:00,2026-07-11T11:20:00+00:00
1426,A6-EGP,A6-ENO,A6-EGP,True,False,UAE338,B77W,WB,CRK,DXB,2026-07-11T12:55:00+00:00,2026-07-11T21:15:00+00:00,0,2026-07-11T12:55:00+00:00,2026-07-11T21:15:00+00:00
1427,A6-EPH,A6-ENO,A6-EPH,True,False,UAE21,B77W,WB,DXB,MAN,2026-07-11T23:00:00+00:00,2026-07-12T06:45:00+00:00,0,2026-07-11T23:00:00+00:00,2026-07-12T06:45:00+00:00
1428,A6-EGG,A6-ENO,A6-EGG,True,False,UAE22,B77W,WB,MAN,DXB,2026-07-12T08:50:00+00:00,2026-07-12T16:10:00+00:00,0,2026-07-12T08:50:00+00:00,2026-07-12T16:10:00+00:00
1429,A6-EQJ,A6-ENO,A6-EQJ,True,False,UAE622,B77W,WB,DXB,LHE,2026-07-12T17:40:00+00:00,2026-07-12T20:45:00+00:00,0,2026-07-12T17:40:00+00:00,2026-07-12T20:45:00+00:00
1430,A6-EQJ,A6-ENO,A6-EQJ,True,False,UAE623,B77W,WB,LHE,DXB,2026-07-12T22:25:00+00:00,2026-07-13T01:45:00+00:00,0,2026-07-12T22:25:00+00:00,2026-07-13T01:45:00+00:00
1431,A6-ENP,A6-ENP,A6-ENP,False,False,UAE768,B77W,WB,JNB,DXB,2026-07-06T08:05:00+00:00,2026-07-06T16:15:00+00:00,0,2026-07-06T08:05:00+00:00,2026-07-06T16:15:00+00:00
1432,A6-ENP,A6-ENP,A6-ENP,False,True,*ENP,B77W,WB,DXB,DXB,2026-07-06T17:45:00+00:00,2026-07-07T20:20:00+00:00,0,2026-07-06T17:45:00+00:00,2026-07-07T20:20:00+00:00
1433,A6-ENP,A6-ENP,A6-ENP,False,False,UAE717,B77W,WB,DXB,NBO,2026-07-07T21:20:00+00:00,2026-07-08T02:25:00+00:00,0,2026-07-07T21:20:00+00:00,2026-07-08T02:25:00+00:00
1434,A6-ENP,A6-ENP,A6-ENP,False,False,UAE718,B77W,WB,NBO,DXB,2026-07-08T04:10:00+00:00,2026-07-08T09:15:00+00:00,0,2026-07-08T04:10:00+00:00,2026-07-08T09:15:00+00:00
1435,A6-ENP,A6-ENP,A6-ENP,False,False,UAE514,B77W,WB,DXB,DEL,2026-07-08T11:25:00+00:00,2026-07-08T14:55:00+00:00,0,2026-07-08T11:25:00+00:00,2026-07-08T14:55:00+00:00
1436,A6-ENP,A6-ENP,A6-ENP,False,False,UAE515,B77W,WB,DEL,DXB,2026-07-08T16:35:00+00:00,2026-07-08T20:05:00+00:00,0,2026-07-08T16:35:00+00:00,2026-07-08T20:05:00+00:00
1437,A6-ENP,A6-ENP,A6-ENP,False,False,UAE656,B77W,WB,DXB,MLE,2026-07-08T22:30:00+00:00,2026-07-09T02:40:00+00:00,-20,2026-07-08T22:10:00+00:00,2026-07-09T02:20:00+00:00
1438,A6-ENP,A6-ENP,A6-ENP,False,False,UAE657,B77W,WB,MLE,DXB,2026-07-09T04:15:00+00:00,2026-07-09T08:15:00+00:00,-20,2026-07-09T03:55:00+00:00,2026-07-09T07:55:00+00:00
1439,A6-EGQ,A6-ENP,A6-EGQ,True,False,UAE19,B77W,WB,DXB,MAN,2026-07-09T10:30:00+00:00,2026-07-09T18:15:00+00:00,15,2026-07-09T10:45:00+00:00,2026-07-09T18:30:00+00:00
1440,A6-EPZ,A6-ENP,A6-EPZ,True,False,UAE20,B77W,WB,MAN,DXB,2026-07-09T20:20:00+00:00,2026-07-10T03:40:00+00:00,15,2026-07-09T20:35:00+00:00,2026-07-10T03:55:00+00:00
1441,A6-ENA,A6-ENP,A6-ENA,True,False,UAE725,B77W,WB,DXB,DAR,2026-07-10T05:25:00+00:00,2026-07-10T10:50:00+00:00,15,2026-07-10T05:40:00+00:00,2026-07-10T11:05:00+00:00
1442,A6-ENA,A6-ENP,A6-ENA,True,False,UAE726,B77W,WB,DAR,DXB,2026-07-10T12:25:00+00:00,2026-07-10T17:50:00+00:00,15,2026-07-10T12:40:00+00:00,2026-07-10T18:05:00+00:00
1443,A6-EWG,A6-ENP,A6-EWG,True,False,UAE717,B77W,WB,DXB,NBO,2026-07-10T21:20:00+00:00,2026-07-11T02:25:00+00:00,0,2026-07-10T21:20:00+00:00,2026-07-11T02:25:00+00:00
1444,A6-EWG,A6-ENP,A6-EWG,True,False,UAE718,B77W,WB,NBO,DXB,2026-07-11T04:10:00+00:00,2026-07-11T09:15:00+00:00,0,2026-07-11T04:10:00+00:00,2026-07-11T09:15:00+00:00
1445,A6-EBR,A6-ENP,A6-EBR,True,False,UAE314,B77W,WB,DXB,SIN,2026-07-11T17:00:00+00:00,2026-07-12T00:35:00+00:00,0,2026-07-11T17:00:00+00:00,2026-07-12T00:35:00+00:00
1446,A6-EBR,A6-ENP,A6-EBR,True,False,UAE315,B77W,WB,SIN,DXB,2026-07-12T02:35:00+00:00,2026-07-12T09:45:00+00:00,0,2026-07-12T02:35:00+00:00,2026-07-12T09:45:00+00:00
1447,A6-ENA,A6-ENP,A6-ENA,True,False,UAE125,B773,WB,DXB,VIE,2026-07-12T11:40:00+00:00,2026-07-12T17:55:00+00:00,0,2026-07-12T11:40:00+00:00,2026-07-12T17:55:00+00:00
1448,A6-ENA,A6-ENP,A6-ENA,True,False,UAE126,B773,WB,VIE,DXB,2026-07-12T20:25:00+00:00,2026-07-13T02:15:00+00:00,0,2026-07-12T20:25:00+00:00,2026-07-13T02:15:00+00:00
1449,A6-EGX,A6-ENQ,A6-EGX,True,False,UAE602,B77W,WB,DXB,KHI,2026-07-07T14:00:00+00:00,2026-07-07T16:05:00+00:00,45,2026-07-07T14:45:00+00:00,2026-07-07T16:50:00+00:00
1450,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE603,B77W,WB,KHI,DXB,2026-07-07T17:55:00+00:00,2026-07-07T20:05:00+00:00,45,2026-07-07T18:40:00+00:00,2026-07-07T20:50:00+00:00
1451,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE957,B77W,WB,DXB,BEY,2026-07-08T05:05:00+00:00,2026-07-08T08:55:00+00:00,0,2026-07-08T05:05:00+00:00,2026-07-08T08:55:00+00:00
1452,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE958,B77W,WB,BEY,DXB,2026-07-08T10:30:00+00:00,2026-07-08T14:30:00+00:00,0,2026-07-08T10:30:00+00:00,2026-07-08T14:30:00+00:00
1453,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE522,B77W,WB,DXB,TRV,2026-07-08T17:25:00+00:00,2026-07-08T21:40:00+00:00,0,2026-07-08T17:25:00+00:00,2026-07-08T21:40:00+00:00
1454,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE523,B77W,WB,TRV,DXB,2026-07-08T23:15:00+00:00,2026-07-09T03:15:00+00:00,0,2026-07-08T23:15:00+00:00,2026-07-09T03:15:00+00:00
1455,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE713,B77W,WB,DXB,LUN,2026-07-09T05:25:00+00:00,2026-07-09T12:35:00+00:00,0,2026-07-09T05:25:00+00:00,2026-07-09T12:35:00+00:00
1456,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE713,B77W,WB,LUN,HRE,2026-07-09T14:05:00+00:00,2026-07-09T15:10:00+00:00,0,2026-07-09T14:05:00+00:00,2026-07-09T15:10:00+00:00
1457,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE714,B77W,WB,HRE,LUN,2026-07-09T16:50:00+00:00,2026-07-09T18:00:00+00:00,0,2026-07-09T16:50:00+00:00,2026-07-09T18:00:00+00:00
1458,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE714,B77W,WB,LUN,DXB,2026-07-09T19:35:00+00:00,2026-07-10T02:30:00+00:00,0,2026-07-09T19:35:00+00:00,2026-07-10T02:30:00+00:00
1459,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE31,B77W,WB,DXB,LHR,2026-07-10T07:25:00+00:00,2026-07-10T15:10:00+00:00,0,2026-07-10T07:25:00+00:00,2026-07-10T15:10:00+00:00
1460,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE32,B77W,WB,LHR,DXB,2026-07-10T18:50:00+00:00,2026-07-11T01:55:00+00:00,0,2026-07-10T18:50:00+00:00,2026-07-11T01:55:00+00:00
1461,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE707,B77W,WB,DXB,SEZ,2026-07-11T04:55:00+00:00,2026-07-11T09:35:00+00:00,0,2026-07-11T04:55:00+00:00,2026-07-11T09:35:00+00:00
1462,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE707,B77W,WB,SEZ,TNR,2026-07-11T11:10:00+00:00,2026-07-11T13:50:00+00:00,0,2026-07-11T11:10:00+00:00,2026-07-11T13:50:00+00:00
1463,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE708,B77W,WB,TNR,SEZ,2026-07-11T15:35:00+00:00,2026-07-11T18:20:00+00:00,0,2026-07-11T15:35:00+00:00,2026-07-11T18:20:00+00:00
1464,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE708,B77W,WB,SEZ,DXB,2026-07-11T19:55:00+00:00,2026-07-12T00:20:00+00:00,0,2026-07-11T19:55:00+00:00,2026-07-12T00:20:00+00:00
1465,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE787,B77W,WB,DXB,ACC,2026-07-12T03:10:00+00:00,2026-07-12T11:20:00+00:00,0,2026-07-12T03:10:00+00:00,2026-07-12T11:20:00+00:00
1466,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE787,B77W,WB,ACC,ABJ,2026-07-12T12:50:00+00:00,2026-07-12T13:50:00+00:00,0,2026-07-12T12:50:00+00:00,2026-07-12T13:50:00+00:00
1467,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE788,B77W,WB,ABJ,ACC,2026-07-12T15:25:00+00:00,2026-07-12T16:30:00+00:00,0,2026-07-12T15:25:00+00:00,2026-07-12T16:30:00+00:00
1468,A6-ENQ,A6-ENQ,A6-ENQ,False,False,UAE788,B77W,WB,ACC,DXB,2026-07-12T18:00:00+00:00,2026-07-13T02:15:00+00:00,0,2026-07-12T18:00:00+00:00,2026-07-13T02:15:00+00:00
1469,A6-ENR,A6-ENR,A6-ENR,False,False,UAE706,B77W,WB,SEZ,DXB,2026-07-06T04:25:00+00:00,2026-07-06T08:55:00+00:00,5,2026-07-06T04:30:00+00:00,2026-07-06T09:00:00+00:00
1470,A6-ENR,A6-ENR,A6-ENR,False,False,UAE95,B77W,WB,DXB,FCO,2026-07-06T11:45:00+00:00,2026-07-06T18:05:00+00:00,0,2026-07-06T11:45:00+00:00,2026-07-06T18:05:00+00:00
1471,A6-ENR,A6-ENR,A6-ENR,False,False,UAE96,B77W,WB,FCO,DXB,2026-07-06T20:10:00+00:00,2026-07-07T01:50:00+00:00,0,2026-07-06T20:10:00+00:00,2026-07-07T01:50:00+00:00
1472,A6-ENR,A6-ENR,A6-ENR,False,False,UAE161,B77W,WB,DXB,DUB,2026-07-07T03:25:00+00:00,2026-07-07T11:20:00+00:00,0,2026-07-07T03:25:00+00:00,2026-07-07T11:20:00+00:00
1473,A6-ENR,A6-ENR,A6-ENR,False,False,UAE162,B77W,WB,DUB,DXB,2026-07-07T13:20:00+00:00,2026-07-07T20:50:00+00:00,0,2026-07-07T13:20:00+00:00,2026-07-07T20:50:00+00:00
1474,A6-ENR,A6-ENR,A6-ENR,False,False,UAE346,B77W,WB,DXB,KUL,2026-07-07T23:10:00+00:00,2026-07-08T06:25:00+00:00,0,2026-07-07T23:10:00+00:00,2026-07-08T06:25:00+00:00
1475,A6-ENR,A6-ENR,A6-ENR,False,False,UAE347,B77W,WB,KUL,DXB,2026-07-08T11:10:00+00:00,2026-07-08T18:10:00+00:00,0,2026-07-08T11:10:00+00:00,2026-07-08T18:10:00+00:00
1476,A6-ENR,A6-ENR,A6-ENR,False,True,*ENR,B77W,WB,DXB,DXB,2026-07-08T19:40:00+00:00,2026-07-12T02:25:00+00:00,0,2026-07-08T19:40:00+00:00,2026-07-12T02:25:00+00:00
1477,A6-ENR,A6-ENR,A6-ENR,False,False,UAE191,B77W,WB,DXB,LIS,2026-07-12T03:25:00+00:00,2026-07-12T11:40:00+00:00,0,2026-07-12T03:25:00+00:00,2026-07-12T11:40:00+00:00
1478,A6-ENR,A6-ENR,A6-ENR,False,False,UAE192,B77W,WB,LIS,DXB,2026-07-12T13:20:00+00:00,2026-07-12T20:55:00+00:00,0,2026-07-12T13:20:00+00:00,2026-07-12T20:55:00+00:00
1479,A6-ENR,A6-ENR,A6-ENR,False,False,UAE504,B77W,WB,DXB,BOM,2026-07-12T23:30:00+00:00,2026-07-13T02:45:00+00:00,0,2026-07-12T23:30:00+00:00,2026-07-13T02:45:00+00:00
1480,A6-EPQ,A6-ENS,A6-EPQ,True,False,UAE380,B77W,WB,DXB,HKG,2026-07-06T06:00:00+00:00,2026-07-06T14:05:00+00:00,60,2026-07-06T07:00:00+00:00,2026-07-06T15:05:00+00:00
