label,tf,day_idx,dow,time_utc,contact_capacity,contact_demand,contact_served
final,518,1,Tue,19:10,66,25,24
final,519,1,Tue,19:15,66,25,24
final,520,1,Tue,19:20,66,27,26
final,521,1,Tue,19:25,66,28,27
final,522,1,Tue,19:30,66,31,30
final,523,1,Tue,19:35,66,32,31
final,524,1,Tue,19:40,66,35,34
final,525,1,Tue,19:45,66,38,37
final,526,1,Tue,19:50,66,40,39
final,527,1,Tue,19:55,66,43,42
final,528,1,Tue,20:00,66,43,42
final,529,1,Tue,20:05,66,46,45
final,530,1,Tue,20:10,66,50,49
final,531,1,Tue,20:15,66,50,49
final,532,1,Tue,20:20,66,53,52
final,533,1,Tue,20:25,66,54,53
final,534,1,Tue,20:30,66,59,55
final,535,1,Tue,20:35,66,62,57
final,536,1,Tue,20:40,66,64,59
final,537,1,Tue,20:45,66,68,63
final,538,1,Tue,20:50,66,69,63
final,539,1,Tue,20:55,66,71,64
final,540,1,Tue,21:00,66,72,64
final,541,1,Tue,21:05,66,72,64
final,542,1,Tue,21:10,66,74,65
final,543,1,Tue,21:15,66,76,66
final,544,1,Tue,21:20,66,76,66
final,545,1,Tue,21:25,66,76,65
final,546,1,Tue,21:30,66,76,65
final,547,1,Tue,21:35,66,76,65
final,548,1,Tue,21:40,66,76,65
final,549,1,Tue,21:45,66,76,65
final,550,1,Tue,21:50,66,75,64
final,551,1,Tue,21:55,66,76,65
final,552,1,Tue,22:00,66,75,63
final,553,1,Tue,22:05,66,73,61
final,554,1,Tue,22:10,66,72,60
final,555,1,Tue,22:15,66,67,55
final,556,1,Tue,22:20,66,64,52
final,557,1,Tue,22:25,66,64,52
final,558,1,Tue,22:30,66,59,47
final,559,1,Tue,22:35,66,57,45
final,560,1,Tue,22:40,66,55,43
final,561,1,Tue,22:45,66,54,42
final,562,1,Tue,22:50,66,51,39
final,563,1,Tue,22:55,66,51,39
final,564,1,Tue,23:00,66,50,38
final,565,1,Tue,23:05,66,50,38
final,566,1,Tue,23:10,66,44,32
final,567,1,Tue,23:15,66,42,30
final,568,1,Tue,23:20,66,39,27
final,569,1,Tue,23:25,66,38,26
final,570,1,Tue,23:30,66,36,24
final,571,1,Tue,23:35,66,36,24
final,572,1,Tue,23:40,66,35,23
final,573,1,Tue,23:45,66,34,22
final,574,1,Tue,23:50,66,32,20
final,575,1,Tue,23:55,66,31,19
final,576,2,Wed,00:00,66,30,18
final,577,2,Wed,00:05,66,30,18
final,578,2,Wed,00:10,66,30,18
final,579,2,Wed,00:15,66,30,18
final,580,2,Wed,00:20,66,30,18
final,581,2,Wed,00:25,66,33,20
final,582,2,Wed,00:30,66,37,23
final,583,2,Wed,00:35,66,39,25
final,584,2,Wed,00:40,66,40,26
final,585,2,Wed,00:45,66,42,28
final,586,2,Wed,00:50,66,44,30
final,587,2,Wed,00:55,66,45,31
final,588,2,Wed,01:00,66,47,33
final,589,2,Wed,01:05,66,50,36
final,590,2,Wed,01:10,66,50,36
final,591,2,Wed,01:15,66,55,40
final,592,2,Wed,01:20,66,55,40
final,593,2,Wed,01:25,66,56,41
final,594,2,Wed,01:30,66,57,42
final,595,2,Wed,01:35,66,59,44
final,596,2,Wed,01:40,66,61,46
final,597,2,Wed,01:45,66,63,48
final,598,2,Wed,01:50,66,66,51
final,599,2,Wed,01:55,66,69,54
final,600,2,Wed,02:00,66,71,54
final,601,2,Wed,02:05,66,71,53
final,602,2,Wed,02:10,66,72,53
final,603,2,Wed,02:15,66,74,54
final,604,2,Wed,02:20,66,76,56
final,605,2,Wed,02:25,66,77,56
final,606,2,Wed,02:30,66,78,56
final,607,2,Wed,02:35,66,79,56
final,608,2,Wed,02:40,66,83,59
final,609,2,Wed,02:45,66,83,58
final,610,2,Wed,02:50,66,88,63
final,611,2,Wed,02:55,66,88,63
final,612,2,Wed,03:00,66,89,64
final,613,2,Wed,03:05,66,90,65
final,614,2,Wed,03:10,66,90,64
final,615,2,Wed,03:15,66,91,65
final,616,2,Wed,03:20,66,92,66
final,617,2,Wed,03:25,66,89,64
final,618,2,Wed,03:30,66,88,64
final,619,2,Wed,03:35,66,87,63
final,620,2,Wed,03:40,66,86,63
final,621,2,Wed,03:45,66,83,60
final,622,2,Wed,03:50,66,82,59
final,623,2,Wed,03:55,66,82,61
final,624,2,Wed,04:00,66,79,58
final,625,2,Wed,04:05,66,80,59
final,626,2,Wed,04:10,66,79,58
final,627,2,Wed,04:15,66,77,56
final,628,2,Wed,04:20,66,73,52
final,629,2,Wed,04:25,66,74,53
final,630,2,Wed,04:30,66,72,52
final,631,2,Wed,04:35,66,72,52
final,632,2,Wed,04:40,66,69,50
final,633,2,Wed,04:45,66,67,50
final,634,2,Wed,04:50,66,65,49
final,635,2,Wed,04:55,66,61,45
final,636,2,Wed,05:00,66,60,44
final,637,2,Wed,05:05,66,59,43
final,638,2,Wed,05:10,66,56,40
final,639,2,Wed,05:15,66,56,40
final,640,2,Wed,05:20,66,56,40
final,641,2,Wed,05:25,66,54,38
final,642,2,Wed,05:30,66,52,37
final,643,2,Wed,05:35,66,50,36
final,644,2,Wed,05:40,66,47,33
final,645,2,Wed,05:45,66,47,33
final,646,2,Wed,05:50,66,45,33
final,647,2,Wed,05:55,66,44,32
final,648,2,Wed,06:00,66,42,30
final,649,2,Wed,06:05,66,41,29
final,650,2,Wed,06:10,66,41,29
final,651,2,Wed,06:15,66,37,25
final,652,2,Wed,06:20,66,37,25
final,653,2,Wed,06:25,66,33,21
final,654,2,Wed,06:30,66,32,20
final,655,2,Wed,06:35,66,29,17
final,656,2,Wed,06:40,66,27,15
final,657,2,Wed,06:45,66,27,15
final,658,2,Wed,06:50,66,25,13
final,659,2,Wed,06:55,66,25,13
final,660,2,Wed,07:00,66,24,12
final,661,2,Wed,07:05,66,24,12
final,662,2,Wed,07:10,66,24,12
final,663,2,Wed,07:15,66,24,12
final,664,2,Wed,07:20,66,24,12
final,665,2,Wed,07:25,66,24,12
final,666,2,Wed,07:30,66,24,12
final,667,2,Wed,07:35,66,26,14
final,668,2,Wed,07:40,66,26,14
final,669,2,Wed,07:45,66,27,15
final,670,2,Wed,07:50,66,27,15
final,671,2,Wed,07:55,66,28,16
final,672,2,Wed,08:00,66,28,16
final,673,2,Wed,08:05,66,29,17
final,674,2,Wed,08:10,66,29,17
final,675,2,Wed,08:15,66,31,19
final,676,2,Wed,08:20,66,31,19
