origin,destination,pax,avg_revenue,inbound_ident,outbound_ident,inbound_arr,outbound_dep,cnx_time_min,indicator,revenue_captured
HYD,ORD,1126.0,200.0,UAE525,UAE235,2026-07-12T02:45:00+00:00,2026-07-12T04:55:00+00:00,130.0,0.9417,212063.33
HAM,MRU,1092.0,200.0,UAE60,UAE701,2026-07-09T20:45:00+00:00,2026-07-09T22:50:00+00:00,125.0,0.9708,212030.0
IST,CGK,1053.0,200.0,UAE122,UAE356,2026-07-08T22:05:00+00:00,2026-07-09T00:05:00+00:00,120.0,1.0,210600.0
AMS,ADL,209.0,1006.08,UAE148,UAE440,2026-07-06T20:05:00+00:00,2026-07-06T22:05:00+00:00,120.0,1.0,210271.59
DME,MRU,1045.0,200.0,UAE134,UAE701,2026-07-06T20:45:00+00:00,2026-07-06T22:45:00+00:00,120.0,1.0,209000.0
ZRH,TPE,1044.0,200.0,UAE88,UAE366,2026-07-12T20:45:00+00:00,2026-07-12T22:45:00+00:00,120.0,1.0,208800.0
DUB,BNE,1041.0,200.0,UAE164,UAE434,2026-07-10T04:35:00+00:00,2026-07-10T06:35:00+00:00,120.0,1.0,208200.0
HKG,LGW,1035.0,200.0,UAE381,UAE15,2026-07-07T01:25:00+00:00,2026-07-07T03:25:00+00:00,120.0,1.0,207000.0
IAH,HYD,1026.0,200.0,UAE212,UAE524,2026-07-12T16:00:00+00:00,2026-07-12T18:00:00+00:00,120.0,1.0,205200.0
CDG,JNB,1023.0,200.0,UAE72,UAE767,2026-07-12T17:20:00+00:00,2026-07-12T19:20:00+00:00,120.0,1.0,204600.0
FRA,MRU,1157.0,200.0,UAE46,UAE701,2026-07-09T20:30:00+00:00,2026-07-09T22:50:00+00:00,140.0,0.8833,204403.33
BHX,BKK,1113.0,200.0,UAE40,UAE384,2026-07-11T20:55:00+00:00,2026-07-11T22:50:00+00:00,115.0,0.9167,204050.0
PVG,NBO,1020.0,200.0,UAE305,UAE721,2026-07-12T08:55:00+00:00,2026-07-12T10:55:00+00:00,120.0,1.0,204000.0
LGW,LHE,1018.0,200.0,UAE16,UAE624,2026-07-09T21:20:00+00:00,2026-07-09T23:20:00+00:00,120.0,1.0,203600.0
LHR,DEL,1113.0,200.0,UAE8,UAE512,2026-07-08T15:15:00+00:00,2026-07-08T17:30:00+00:00,135.0,0.9125,203122.5
MAA,LHR,1007.0,200.0,UAE545,UAE3,2026-07-09T08:20:00+00:00,2026-07-09T10:20:00+00:00,120.0,1.0,201400.0
HAM,MLE,1006.0,200.0,UAE60,UAE656,2026-07-08T20:10:00+00:00,2026-07-08T22:10:00+00:00,120.0,1.0,201200.0
BCN,PVG,1004.0,200.0,UAE186,UAE302,2026-07-11T20:45:00+00:00,2026-07-11T22:45:00+00:00,120.0,1.0,200800.0
MNL,MIA,1002.0,200.0,UAE333,UAE213,2026-07-12T19:15:00+00:00,2026-07-12T21:15:00+00:00,120.0,1.0,200400.0
JFK,AMD,1091.0,200.0,UAE202,UAE538,2026-07-11T16:10:00+00:00,2026-07-11T18:05:00+00:00,115.0,0.9167,200016.67
LGW,ISB,999.0,200.0,UAE16,UAE612,2026-07-09T21:20:00+00:00,2026-07-09T23:20:00+00:00,120.0,1.0,199800.0
TPE,ZRH,1254.0,200.0,UAE387,UAE87,2026-07-10T02:05:00+00:00,2026-07-10T04:40:00+00:00,155.0,0.7958,199595.0
DUB,COK,993.0,200.0,UAE162,UAE530,2026-07-12T20:50:00+00:00,2026-07-12T22:50:00+00:00,120.0,1.0,198600.0
AMS,HAN,990.0,200.0,UAE148,UAE394,2026-07-11T20:30:00+00:00,2026-07-11T22:30:00+00:00,120.0,1.0,198000.0
MEL,CDG,989.0,200.0,UAE409,UAE75,2026-07-07T09:05:00+00:00,2026-07-07T11:05:00+00:00,120.0,1.0,197800.0
MXP,DAC,980.0,200.0,UAE206,UAE582,2026-07-06T19:40:00+00:00,2026-07-06T21:40:00+00:00,120.0,1.0,196000.0
BCN,HND,978.0,200.0,UAE188,UAE312,2026-07-10T01:45:00+00:00,2026-07-10T03:45:00+00:00,120.0,1.0,195600.0
DUS,CGK,975.0,200.0,UAE56,UAE356,2026-07-09T21:05:00+00:00,2026-07-09T23:05:00+00:00,120.0,1.0,195000.0
MUC,MRU,972.0,200.0,UAE50,UAE701,2026-07-09T20:50:00+00:00,2026-07-09T22:50:00+00:00,120.0,1.0,194400.0
LHR,PER,971.0,200.0,UAE2,UAE420,2026-07-12T20:35:00+00:00,2026-07-12T22:35:00+00:00,120.0,1.0,194200.0
LHR,DUR,970.0,200.0,UAE6,UAE775,2026-07-12T04:15:00+00:00,2026-07-12T06:15:00+00:00,120.0,1.0,194000.0
LGW,HKG,991.0,200.0,UAE10,UAE380,2026-07-07T03:55:00+00:00,2026-07-07T06:00:00+00:00,125.0,0.9708,192419.17
MAN,MRU,962.0,200.0,UAE18,UAE701,2026-07-09T20:50:00+00:00,2026-07-09T22:50:00+00:00,120.0,1.0,192400.0
MLE,HAM,960.0,200.0,UAE657,UAE61,2026-07-12T08:30:00+00:00,2026-07-12T10:30:00+00:00,120.0,1.0,192000.0
MRU,MAN,957.0,200.0,UAE704,UAE17,2026-07-07T01:25:00+00:00,2026-07-07T03:25:00+00:00,120.0,1.0,191400.0
PER,DUB,954.0,200.0,UAE421,UAE161,2026-07-09T01:15:00+00:00,2026-07-09T03:15:00+00:00,120.0,1.0,190800.0
BOM,LHR,1012.0,200.0,UAE505,UAE3,2026-07-12T08:05:00+00:00,2026-07-12T10:15:00+00:00,130.0,0.9417,190593.33
CDG,SGN,1044.0,200.0,UAE76,UAE392,2026-07-10T03:25:00+00:00,2026-07-10T05:40:00+00:00,135.0,0.9125,190530.0
LGW,BNE,1237.0,200.0,UAE10,UAE434,2026-07-10T03:55:00+00:00,2026-07-10T06:35:00+00:00,160.0,0.7667,189673.33
HYD,LAX,948.0,200.0,UAE525,UAE215,2026-07-11T02:40:00+00:00,2026-07-11T04:40:00+00:00,120.0,1.0,189600.0
HKT,AMS,941.0,200.0,UAE391,UAE149,2026-07-06T09:00:00+00:00,2026-07-06T11:00:00+00:00,120.0,1.0,188200.0
DPS,WAW,1031.0,200.0,UAE399,UAE179,2026-07-11T01:40:00+00:00,2026-07-11T03:55:00+00:00,135.0,0.9125,188157.5
MRU,LHR,968.0,200.0,UAE704,UAE1,2026-07-10T01:25:00+00:00,2026-07-10T03:30:00+00:00,125.0,0.9708,187953.33
DAC,MXP,937.0,200.0,UAE583,UAE91,2026-07-06T09:30:00+00:00,2026-07-06T11:30:00+00:00,120.0,1.0,187400.0
HKG,LHR,1026.0,200.0,UAE381,UAE1,2026-07-07T01:25:00+00:00,2026-07-07T03:40:00+00:00,135.0,0.9125,187245.0
MAN,MAA,934.0,200.0,UAE18,UAE544,2026-07-08T20:30:00+00:00,2026-07-08T22:30:00+00:00,120.0,1.0,186800.0
LHR,CGK,948.0,200.0,UAE2,UAE356,2026-07-09T21:00:00+00:00,2026-07-09T23:05:00+00:00,125.0,0.9708,184070.0
MNL,HAM,946.0,200.0,UAE337,UAE61,2026-07-12T08:25:00+00:00,2026-07-12T10:30:00+00:00,125.0,0.9708,183681.67
MAD,MNL,918.0,200.0,UAE144,UAE334,2026-07-12T03:15:00+00:00,2026-07-12T05:15:00+00:00,120.0,1.0,183600.0
SEA,BLR,917.0,200.0,UAE230,UAE568,2026-07-11T15:25:00+00:00,2026-07-11T17:25:00+00:00,120.0,1.0,183400.0
MNL,BCN,912.0,200.0,UAE337,UAE187,2026-07-10T08:00:00+00:00,2026-07-10T10:00:00+00:00,120.0,1.0,182400.0
FRA,SEZ,911.0,200.0,UAE48,UAE707,2026-07-10T02:55:00+00:00,2026-07-10T04:55:00+00:00,120.0,1.0,182200.0
KUL,AMS,911.0,200.0,UAE345,UAE149,2026-07-06T09:00:00+00:00,2026-07-06T11:00:00+00:00,120.0,1.0,182200.0
LHR,TPE,967.0,200.0,UAE2,UAE366,2026-07-12T20:35:00+00:00,2026-07-12T22:45:00+00:00,130.0,0.9417,182118.33
BKK,BCN,906.0,200.0,UAE377,UAE185,2026-07-11T02:00:00+00:00,2026-07-11T04:00:00+00:00,120.0,1.0,181200.0
MAA,DFW,905.0,200.0,UAE547,UAE221,2026-07-11T20:40:00+00:00,2026-07-11T22:40:00+00:00,120.0,1.0,181000.0
AKL,FRA,216.0,883.16,UAE449,UAE45,2026-07-09T02:35:00+00:00,2026-07-09T04:45:00+00:00,130.0,0.9417,179634.47
CMB,MXP,1014.0,200.0,UAE651,UAE91,2026-07-08T08:55:00+00:00,2026-07-08T11:15:00+00:00,140.0,0.8833,179140.0
MAA,LAX,895.0,200.0,UAE543,UAE215,2026-07-11T02:40:00+00:00,2026-07-11T04:40:00+00:00,120.0,1.0,179000.0
MAN,BNE,893.0,200.0,UAE20,UAE434,2026-07-09T03:40:00+00:00,2026-07-09T05:40:00+00:00,120.0,1.0,178600.0
HAM,MNL,1045.0,200.0,UAE60,UAE332,2026-07-09T20:45:00+00:00,2026-07-09T23:10:00+00:00,145.0,0.8542,178520.83
FCO,CGK,1010.0,200.0,UAE98,UAE356,2026-07-09T20:45:00+00:00,2026-07-09T23:05:00+00:00,140.0,0.8833,178433.33
JFK,LHE,947.0,200.0,UAE202,UAE622,2026-07-08T16:10:00+00:00,2026-07-08T18:20:00+00:00,130.0,0.9417,178351.67
BKK,BRU,891.0,200.0,UAE377,UAE183,2026-07-12T01:55:00+00:00,2026-07-12T03:55:00+00:00,120.0,1.0,178200.0
AKL,LIS,157.0,1168.6,UAE449,UAE191,2026-07-12T01:20:00+00:00,2026-07-12T03:25:00+00:00,125.0,0.9708,178118.99
FRA,KUL,887.0,200.0,UAE44,UAE344,2026-07-12T15:40:00+00:00,2026-07-12T17:40:00+00:00,120.0,1.0,177400.0
ICN,VCE,1156.0,200.0,UAE323,UAE135,2026-07-12T01:25:00+00:00,2026-07-12T04:05:00+00:00,160.0,0.7667,177253.33
BOM,BOS,886.0,200.0,UAE501,UAE237,2026-07-07T02:00:00+00:00,2026-07-07T04:00:00+00:00,120.0,1.0,177200.0
LHR,JNB,886.0,200.0,UAE6,UAE763,2026-07-11T04:20:00+00:00,2026-07-11T06:20:00+00:00,120.0,1.0,177200.0
BHX,CMB,911.0,200.0,UAE40,UAE650,2026-07-12T20:40:00+00:00,2026-07-12T22:45:00+00:00,125.0,0.9708,176885.83
IST,KHI,938.0,200.0,UAE118,UAE600,2026-07-07T01:05:00+00:00,2026-07-07T03:15:00+00:00,130.0,0.9417,176656.67
DME,SEZ,883.0,200.0,UAE132,UAE707,2026-07-08T02:55:00+00:00,2026-07-08T04:55:00+00:00,120.0,1.0,176600.0
LGW,DAC,882.0,200.0,UAE16,UAE582,2026-07-10T20:20:00+00:00,2026-07-10T22:20:00+00:00,120.0,1.0,176400.0
MRU,FRA,881.0,200.0,UAE704,UAE45,2026-07-11T01:25:00+00:00,2026-07-11T03:25:00+00:00,120.0,1.0,176200.0
LHR,DPS,879.0,200.0,UAE6,UAE398,2026-07-09T04:10:00+00:00,2026-07-09T06:10:00+00:00,120.0,1.0,175800.0
FRA,SIN,963.0,200.0,UAE44,UAE314,2026-07-12T15:40:00+00:00,2026-07-12T17:55:00+00:00,135.0,0.9125,175747.5
DPS,MAN,876.0,200.0,UAE399,UAE17,2026-07-08T01:30:00+00:00,2026-07-08T03:30:00+00:00,120.0,1.0,175200.0
STN,COK,876.0,200.0,UAE66,UAE530,2026-07-12T20:50:00+00:00,2026-07-12T22:50:00+00:00,120.0,1.0,175200.0
BOS,BOM,874.0,200.0,UAE238,UAE500,2026-07-12T15:40:00+00:00,2026-07-12T17:40:00+00:00,120.0,1.0,174800.0
SEA,BOM,874.0,200.0,UAE230,UAE500,2026-07-06T15:40:00+00:00,2026-07-06T17:40:00+00:00,120.0,1.0,174800.0
JFK,DEL,898.0,200.0,UAE202,UAE512,2026-07-12T15:55:00+00:00,2026-07-12T18:00:00+00:00,125.0,0.9708,174361.67
JFK,COK,925.0,200.0,UAE202,UAE532,2026-07-11T16:10:00+00:00,2026-07-11T18:20:00+00:00,130.0,0.9417,174208.33
HND,GRU,870.0,200.0,UAE313,UAE261,2026-07-07T01:30:00+00:00,2026-07-07T03:30:00+00:00,120.0,1.0,174000.0
MLE,LHR,866.0,200.0,UAE657,UAE3,2026-07-08T08:15:00+00:00,2026-07-08T10:15:00+00:00,120.0,1.0,173200.0
DEL,LAX,865.0,200.0,UAE513,UAE215,2026-07-12T02:25:00+00:00,2026-07-12T04:25:00+00:00,120.0,1.0,173000.0
DPS,DME,889.0,200.0,UAE399,UAE133,2026-07-09T01:35:00+00:00,2026-07-09T03:40:00+00:00,125.0,0.9708,172614.17
COK,LGW,855.0,200.0,UAE531,UAE9,2026-07-06T09:00:00+00:00,2026-07-06T11:00:00+00:00,120.0,1.0,171000.0
NCL,BKK,932.0,200.0,UAE36,UAE376,2026-07-09T21:55:00+00:00,2026-07-09T23:50:00+00:00,115.0,0.9167,170866.67
MLE,DUS,873.0,200.0,UAE657,UAE57,2026-07-09T07:55:00+00:00,2026-07-09T10:00:00+00:00,125.0,0.9708,169507.5
AMS,SIN,847.0,200.0,UAE150,UAE352,2026-07-07T03:20:00+00:00,2026-07-07T05:20:00+00:00,120.0,1.0,169400.0
MAA,ORD,928.0,200.0,UAE543,UAE235,2026-07-12T02:40:00+00:00,2026-07-12T04:55:00+00:00,135.0,0.9125,169360.0
ICN,PRG,893.0,200.0,UAE323,UAE139,2026-07-07T01:25:00+00:00,2026-07-07T03:35:00+00:00,130.0,0.9417,168181.67
BLR,LHR,918.0,200.0,UAE569,UAE29,2026-07-07T03:25:00+00:00,2026-07-07T05:40:00+00:00,135.0,0.9125,167535.0
FRA,MAA,836.0,200.0,UAE46,UAE544,2026-07-09T20:30:00+00:00,2026-07-09T22:30:00+00:00,120.0,1.0,167200.0
CGK,AMS,861.0,200.0,UAE359,UAE147,2026-07-08T01:30:00+00:00,2026-07-08T03:35:00+00:00,125.0,0.9708,167177.5
GRU,NRT,835.0,200.0,UAE262,UAE318,2026-07-06T20:05:00+00:00,2026-07-06T22:05:00+00:00,120.0,1.0,167000.0
MAN,DPS,910.0,200.0,UAE20,UAE398,2026-07-11T03:40:00+00:00,2026-07-11T05:35:00+00:00,115.0,0.9167,166833.33
AMD,LAX,257.0,648.21,UAE539,UAE215,2026-07-07T02:10:00+00:00,2026-07-07T04:10:00+00:00,120.0,1.0,166588.91
LOS,CAN,1750.0,200.0,UAE784,UAE362,2026-07-10T01:45:00+00:00,2026-07-10T05:15:00+00:00,210.0,0.475,166250.0
DAC,LHR,831.0,200.0,UAE585,UAE1,2026-07-10T01:30:00+00:00,2026-07-10T03:30:00+00:00,120.0,1.0,166200.0
ADL,FCO,245.0,720.08,UAE441,UAE97,2026-07-07T01:40:00+00:00,2026-07-07T03:50:00+00:00,130.0,0.9417,166127.38
BRU,JNB,1553.0,200.0,UAE182,UAE763,2026-07-07T02:35:00+00:00,2026-07-07T05:55:00+00:00,200.0,0.5333,165653.33
AMS,HKT,828.0,200.0,UAE148,UAE378,2026-07-11T20:30:00+00:00,2026-07-11T22:30:00+00:00,120.0,1.0,165600.0
MRU,MUC,966.0,200.0,UAE704,UAE49,2026-07-07T01:25:00+00:00,2026-07-07T03:50:00+00:00,145.0,0.8542,165025.0
MLE,MAD,820.0,200.0,UAE657,UAE143,2026-07-12T08:30:00+00:00,2026-07-12T10:30:00+00:00,120.0,1.0,164000.0
NBO,PVG,870.0,200.0,UAE720,UAE302,2026-07-12T19:40:00+00:00,2026-07-12T21:50:00+00:00,130.0,0.9417,163850.0
VIE,MRU,843.0,200.0,UAE128,UAE701,2026-07-12T20:15:00+00:00,2026-07-12T22:20:00+00:00,125.0,0.9708,163682.5
HKG,BHX,817.0,200.0,UAE381,UAE39,2026-07-07T01:25:00+00:00,2026-07-07T03:25:00+00:00,120.0,1.0,163400.0
FCO,MNL,816.0,200.0,UAE96,UAE334,2026-07-09T02:50:00+00:00,2026-07-09T04:50:00+00:00,120.0,1.0,163200.0
HKG,LIS,813.0,200.0,UAE381,UAE191,2026-07-07T01:25:00+00:00,2026-07-07T03:25:00+00:00,120.0,1.0,162600.0
LHR,PEK,837.0,200.0,UAE6,UAE308,2026-07-07T04:35:00+00:00,2026-07-07T06:40:00+00:00,125.0,0.9708,162517.5
CMB,LHR,885.0,200.0,UAE649,UAE1,2026-07-08T01:50:00+00:00,2026-07-08T03:45:00+00:00,115.0,0.9167,162250.0
COK,MAN,829.0,200.0,UAE531,UAE19,2026-07-07T08:45:00+00:00,2026-07-07T10:50:00+00:00,125.0,0.9708,160964.17
ZRH,BKK,804.0,200.0,UAE88,UAE384,2026-07-12T20:45:00+00:00,2026-07-12T22:45:00+00:00,120.0,1.0,160800.0
ATH,HND,130.0,1236.81,UAE104,UAE312,2026-07-12T01:50:00+00:00,2026-07-12T03:50:00+00:00,120.0,1.0,160785.81
MXP,KUL,881.0,200.0,UAE92,UAE342,2026-07-11T03:10:00+00:00,2026-07-11T05:25:00+00:00,135.0,0.9125,160782.5
LHR,BLR,803.0,200.0,UAE8,UAE568,2026-07-08T15:15:00+00:00,2026-07-08T17:15:00+00:00,120.0,1.0,160600.0
LHR,DAR,803.0,200.0,UAE4,UAE725,2026-07-08T02:30:00+00:00,2026-07-08T04:30:00+00:00,120.0,1.0,160600.0
ICN,GRU,823.0,200.0,UAE323,UAE261,2026-07-07T01:25:00+00:00,2026-07-07T03:30:00+00:00,125.0,0.9708,159799.17
TPE,ARN,823.0,200.0,UAE387,UAE157,2026-07-10T02:05:00+00:00,2026-07-10T04:10:00+00:00,125.0,0.9708,159799.17
BCN,MNL,798.0,200.0,UAE186,UAE332,2026-07-09T21:10:00+00:00,2026-07-09T23:10:00+00:00,120.0,1.0,159600.0
DEL,LHR,798.0,200.0,UAE511,UAE5,2026-07-09T09:45:00+00:00,2026-07-09T11:45:00+00:00,120.0,1.0,159600.0
AKL,BCN,137.0,1357.57,UAE449,UAE185,2026-07-08T01:35:00+00:00,2026-07-08T04:00:00+00:00,145.0,0.8542,158863.49
LHR,SGN,794.0,200.0,UAE6,UAE392,2026-07-07T04:35:00+00:00,2026-07-07T06:35:00+00:00,120.0,1.0,158800.0
AKL,GVA,103.0,1540.74,UAE449,UAE89,2026-07-10T02:35:00+00:00,2026-07-10T04:35:00+00:00,120.0,1.0,158696.18
FRA,BLR,924.0,200.0,UAE46,UAE564,2026-07-12T19:55:00+00:00,2026-07-12T22:20:00+00:00,145.0,0.8542,157850.0
BCN,TPE,789.0,200.0,UAE186,UAE366,2026-07-12T20:45:00+00:00,2026-07-12T22:45:00+00:00,120.0,1.0,157800.0
SYD,LGW,835.0,200.0,UAE413,UAE15,2026-07-07T01:15:00+00:00,2026-07-07T03:25:00+00:00,130.0,0.9417,157258.33
AMD,JFK,786.0,200.0,UAE539,UAE201,2026-07-10T02:15:00+00:00,2026-07-10T04:15:00+00:00,120.0,1.0,157200.0
AMS,SYD,785.0,200.0,UAE148,UAE414,2026-07-08T19:55:00+00:00,2026-07-08T21:55:00+00:00,120.0,1.0,157000.0
BLR,SEA,785.0,200.0,UAE569,UAE229,2026-07-10T03:05:00+00:00,2026-07-10T05:05:00+00:00,120.0,1.0,157000.0
IST,ICN,827.0,200.0,UAE122,UAE324,2026-07-07T22:10:00+00:00,2026-07-08T00:20:00+00:00,130.0,0.9417,155751.67
MAD,KIX,778.0,200.0,UAE142,UAE316,2026-07-08T20:35:00+00:00,2026-07-08T22:35:00+00:00,120.0,1.0,155600.0
MEL,MAN,801.0,200.0,UAE407,UAE17,2026-07-12T01:15:00+00:00,2026-07-12T03:20:00+00:00,125.0,0.9708,155527.5
MUC,BKK,847.0,200.0,UAE50,UAE384,2026-07-09T20:50:00+00:00,2026-07-09T22:45:00+00:00,115.0,0.9167,155283.33
GVA,MRU,824.0,200.0,UAE90,UAE701,2026-07-12T20:10:00+00:00,2026-07-12T22:20:00+00:00,130.0,0.9417,155186.67
DUS,MLE,775.0,200.0,UAE56,UAE656,2026-07-07T20:30:00+00:00,2026-07-07T22:30:00+00:00,120.0,1.0,155000.0
LYS,DPS,775.0,200.0,UAE82,UAE368,2026-07-12T20:10:00+00:00,2026-07-12T22:10:00+00:00,120.0,1.0,155000.0
DEL,CDG,796.0,200.0,UAE513,UAE73,2026-07-09T02:25:00+00:00,2026-07-09T04:30:00+00:00,125.0,0.9708,154556.67
LIS,DEL,772.0,200.0,UAE194,UAE516,2026-07-08T04:05:00+00:00,2026-07-08T06:05:00+00:00,120.0,1.0,154400.0
FCO,ICN,770.0,200.0,UAE98,UAE322,2026-07-09T20:45:00+00:00,2026-07-09T22:45:00+00:00,120.0,1.0,154000.0
LAX,DEL,770.0,200.0,UAE216,UAE512,2026-07-10T16:00:00+00:00,2026-07-10T18:00:00+00:00,120.0,1.0,154000.0
